0.853618,3.08442,-0.967527
1.46065,2.93381,0.993252
0.172056,3.03646,1.709
1.01022,4.12353,0.579723
-0.0494427,3.31542,0.16423
2.48596,2.6549,-1.53474
0.111293,2.21847,1.4516
0.371044,2.35095,0.874364
0.878694,4.97533,0.954983
0.712611,0.718347,-0.839638
0.938473,4.36955,2.43623
1.92533,3.04553,2.35906
1.1975,4.02164,1.5095
1.43894,3.74768,0.928901
-0.685987,4.18881,0.328444
1.46986,2.58539,1.38047
0.896308,3.1114,1.40779
2.53727,4.57793,2.42302
-1.05006,3.50296,-0.692708
1.1364,1.97678,-1.07703
2.12422,1.67755,-0.814127
-0.58694,3.9381,0.166339
1.75484,3.11885,1.8546
1.32663,2.10833,0.531903
-1.08402,2.7461,0.711432
1.45509,3.39905,3.72181
1.27242,0.0246971,1.81168
-1.09501,3.37832,0.940434
0.998772,3.38582,-0.122187
2.41863,3.04387,1.86002
0.641797,3.0128,1.12739
0.430434,2.22371,1.36186
0.322896,2.99164,2.00109
-1.453,1.9633,-0.129697
0.391459,4.11209,1.03828
2.32359,3.31004,0.844668
-0.612086,2.78506,1.292
0.683747,3.24263,0.568563
-0.774426,2.41137,-1.0254
0.946096,3.35266,1.00879
2.54308,3.09276,1.08326
0.355079,1.20225,-0.604635
0.616316,2.32437,0.451964
-1.37398,3.25142,-0.349726
1.46506,4.26043,-0.278315
0.0556891,2.21636,1.48408
2.52626,2.4208,0.457631
-0.869395,3.285,0.625916
1.28102,2.67355,0.480621
1.98182,3.07814,1.58327
1.13704,1.96717,0.381787
0.960493,4.43292,1.05334
1.03069,2.65792,1.6446
0.850274,2.3972,0.213286
2.41966,3.30394,0.384652
1.24827,4.80591,2.39622
2.32445,2.58704,1.81296
2.16719,3.2718,0.928403
0.93736,2.43873,1.07112
0.496211,3.75519,0.462819
2.82362,2.65583,1.16276
0.66225,3.74278,0.209103
0.751669,2.55584,-0.214852
-0.285372,3.11781,-0.614324
-0.249641,2.24672,0.152461
-0.196392,1.30004,1.11109
0.435848,3.24662,0.518493
1.05053,4.09512,0.403139
0.298259,2.41403,1.09907
0.558963,2.86812,0.604888
0.183817,2.53155,-0.255597
2.33834,2.68857,0.902213
0.296789,4.46386,-0.299786
0.407916,2.72251,0.838026
0.415762,5.07467,-0.868199
3.83542,2.72776,0.340937
1.06315,5.46844,0.674749
1.7638,2.13238,-0.451595
1.6209,3.23172,1.86487
-0.234246,3.22052,-0.164446
0.877742,3.61715,0.0507164
1.3792,2.04708,-1.85449
-0.637135,2.54502,1.88929
1.81424,2.06639,0.264781
0.564045,3.53903,1.62113
1.22159,1.79126,0.567581
2.07924,2.87764,1.73802
0.420337,1.58744,0.330347
0.708921,3.24469,-0.357082
1.49248,4.04803,0.88174
1.43774,3.18793,1.15613
-0.00420663,4.66075,2.70266
0.637212,2.1984,1.31142
0.124018,3.17734,0.315257
0.645346,3.58303,1.71799
2.17073,2.69025,2.88604
4.34928,3.77607,0.652581
-0.2033,2.14131,-0.178225
1.65555,4.67497,1.96249
1.37168,1.60168,0.351802
1.2249,2.48242,0.682938
1.14908,3.11662,1.73692
1.63009,2.53655,1.47883
0.764604,3.78578,0.555541
-0.278538,3.73717,0.944137
0.427629,4.32482,1.03483
0.541896,0.241377,-0.471198
2.35409,3.59495,0.524712
3.22731,4.12895,0.232807
-0.0263748,2.81366,2.31472
-0.175282,1.9086,1.4294
1.82329,3.46898,0.511215
0.613996,4.66101,1.3749
-0.70498,2.44132,-0.593632
0.0510961,3.59351,-1.54946
0.242109,2.23116,0.64314
0.978661,3.8713,0.394139
1.98864,1.8618,0.353748
